country_name,player_name,country_code,age,continent,Value,fifa_score,Club,Salary,salary_n,value_n
Albania,M. Basha,AL,30,EU,€2.2M,Fifa Score,Bari,€4K,4000,2.2000000
Albania,J. Hyka,AL,29,EU,€3M,Fifa Score,San Jose Earthquakes,€7K,7000,3000000
Albania,E. Kaçe,AL,23,EU,€3.9M,Fifa Score,PAOK Thessaloniki,€1K,1000,3.9000000
Albania,B. Balaj,AL,26,EU,€3.9M,Fifa Score,Terek Grozny,€25K,25000,3.9000000
Albania,T. Xhaka,AL,26,EU,€3.1M,Fifa Score,FC Basel,€23K,23000,3.1000000
Albania,S. Gashi,AL,28,EU,€3.1M,Fifa Score,Colorado Rapids,€7K,7000,3.1000000
Albania,L. Memushaj,AL,30,EU,€2.9M,Fifa Score,Benevento Calcio,€4K,4000,2.9000000
Albania,T. Strakosha,AL,22,EU,€7M,Fifa Score,Lazio,€25K,25000,7000000
Albania,M. Mavraj,AL,31,EU,€5M,Fifa Score,Hamburger SV,€35K,35000,5000000
Albania,E. Berisha,AL,28,EU,€8.5M,Fifa Score,Atalanta,€24K,24000,8.5000000
Albania,E. Hysaj,AL,23,EU,€13.5M,Fifa Score,Napoli,€58K,58000,13.5000000
Austria,F. Prohart,AT,18,EU,€60K,Fifa Score,Wolfsberger AC,€1K,1000,60000
Austria,A. Hofer,AT,20,EU,€40K,Fifa Score,Wolfsberger AC,€1K,1000,40000
Austria,L. Wackerle,AT,21,EU,€30K,Fifa Score,SKN St. Pölten,€1K,1000,30000
Austria,F. Wiedl,AT,17,EU,€50K,Fifa Score,SpVgg Unterhaching,€1K,1000,50000
Austria,A. Muhamedbegovic,AT,18,EU,€70K,Fifa Score,SKN St. Pölten,€1K,1000,70000
Austria,N. Schmid,AT,20,EU,€70K,Fifa Score,LASK Linz,€1K,1000,70000
Austria,M. Lema,AT,17,EU,€110K,Fifa Score,SK Sturm Graz,€2K,2000,110000
Austria,F. Fischerauer,AT,18,EU,€100K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,100000
Austria,D. Mehmedovic,AT,19,EU,€100K,Fifa Score,SKN St. Pölten,€1K,1000,100000
Austria,R. Robitsch,AT,27,EU,€40K,Fifa Score,Wolfsberger AC,€1K,1000,40000
Austria,M. Augustin,AT,18,EU,€90K,Fifa Score,Wolfsberger AC,€1K,1000,90000
Austria,S. Ingolitsch,AT,20,EU,€80K,Fifa Score,SKN St. Pölten,€2K,2000,80000
Austria,S. Gessl,AT,21,EU,€70K,Fifa Score,Karlsruher SC,€1K,1000,70000
Austria,A. Jakupović,AT,19,EU,€130K,Fifa Score,Empoli,€1K,1000,130000
Austria,J. Tartarotti,AT,17,EU,€120K,Fifa Score,SCR Altach,€1K,1000,120000
Austria,V. Demaku,AT,17,EU,€130K,Fifa Score,FK Austria Wien,€2K,2000,130000
Austria,D. Verwüster,AT,19,EU,€90K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,90000
Austria,B. Ozegovic,AT,17,EU,€80K,Fifa Score,SCR Altach,€1K,1000,80000
Austria,A. Vucenovic,AT,19,EU,€120K,Fifa Score,SKN St. Pölten,€1K,1000,120000
Austria,P. Gluhakovic,AT,21,EU,€110K,Fifa Score,FK Austria Wien,€2K,2000,110000
Austria,S. Jonovic,AT,21,EU,€90K,Fifa Score,FK Austria Wien,€2K,2000,90000
Austria,D. Nussbaumer,AT,17,EU,€110K,Fifa Score,SCR Altach,€1K,1000,110000
Austria,C. Haas,AT,24,EU,€80K,Fifa Score,SK Rapid Wien,€2K,2000,80000
Austria,R. Sallinger,AT,21,EU,€130K,Fifa Score,Wolfsberger AC,€1K,1000,130000
Austria,P. Petlach,AT,18,EU,€170K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,170000
Austria,F. Schubert,AT,22,EU,€140K,Fifa Score,SK Sturm Graz,€3K,3000,140000
Austria,L. Grabovac,AT,19,EU,€190K,Fifa Score,SKN St. Pölten,€2K,2000,190000
Austria,P. Schmidt,AT,18,EU,€190K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,190000
Austria,A. Borkovic,AT,18,EU,€190K,Fifa Score,FK Austria Wien,€2K,2000,190000
Austria,R. Renner,AT,23,EU,€150K,Fifa Score,SV Mattersburg,€3K,3000,150000
Austria,V. Müller,AT,18,EU,€160K,Fifa Score,SCR Altach,€1K,1000,160000
Austria,M. Raguž,AT,19,EU,€220K,Fifa Score,LASK Linz,€2K,2000,220000
Austria,R. Schmid,AT,17,EU,€230K,Fifa Score,FC Red Bull Salzburg,€3K,3000,230000
Austria,M. Maier,AT,21,EU,€180K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,180000
Austria,A. Sobczyk,AT,20,EU,€230K,Fifa Score,SKN St. Pölten,€3K,3000,230000
Austria,P. Posch,AT,23,EU,€150K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,150000
Austria,S. Posch,AT,20,EU,€250K,Fifa Score,TSG 1899 Hoffenheim,€3K,3000,250000
Austria,C. Rabitsch,AT,21,EU,€190K,Fifa Score,Wolfsberger AC,€2K,2000,190000
Austria,M. Holzmann,AT,26,EU,€140K,Fifa Score,FC Admira Wacker Mödling,€2K,2000,140000
Austria,C. Riegler,AT,25,EU,€120K,Fifa Score,SKN St. Pölten,€2K,2000,120000
Austria,S. Wimmer,AT,23,EU,€160K,Fifa Score,SC Paderborn 07,€1K,1000,160000
Austria,T. Schützenauer,AT,20,EU,€140K,Fifa Score,SK Sturm Graz,€2K,2000,140000
Austria,L. Schubert,AT,28,EU,€130K,Fifa Score,Derry City,€1K,1000,130000
Austria,M. Drga,AT,22,EU,€190K,Fifa Score,SV Mattersburg,€3K,3000,190000
Austria,D. Reiter,AT,19,EU,€280K,Fifa Score,LASK Linz,€2K,2000,280000
Austria,D. Frieser,AT,23,EU,€170K,Fifa Score,Wolfsberger AC,€2K,2000,170000
Austria,S. Kalajdzic,AT,19,EU,€270K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,270000
Austria,E. Keles,AT,23,EU,€230K,Fifa Score,SK Rapid Wien,€3K,3000,230000
Austria,O. Filip,AT,19,EU,€325K,Fifa Score,SK Sturm Graz,€2K,2000,325000
Austria,M. Maranda,AT,19,EU,€300K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,300000
Austria,I. Lučić,AT,22,EU,€180K,Fifa Score,Bristol City,€4K,4000,180000
Austria,P. Pentz,AT,20,EU,€160K,Fifa Score,FK Austria Wien,€2K,2000,160000
Austria,M. Entrup,AT,19,EU,€220K,Fifa Score,SKN St. Pölten,€2K,2000,220000
Austria,M. Huber,AT,27,EU,€150K,Fifa Score,SKN St. Pölten,€2K,2000,150000
Austria,A. Grbic,AT,20,EU,€230K,Fifa Score,SCR Altach,€2K,2000,230000
Austria,B. Gschweidl,AT,21,EU,€240K,Fifa Score,Wolfsberger AC,€2K,2000,240000
Austria,T. Piermayr,AT,27,EU,€210K,Fifa Score,AFC Eskilstuna,€1K,1000,210000
Austria,F. Sittsam,AT,22,EU,€325K,Fifa Score,SV Mattersburg,€3K,3000,325000
Austria,D. Luxbacher,AT,25,EU,€260K,Fifa Score,SKN St. Pölten,€2K,2000,260000
Austria,N. Antonitsch,AT,25,EU,€230K,Fifa Score,FSV Zwickau,€1K,1000,230000
Austria,O. Vojic,AT,20,EU,€325K,Fifa Score,VfL Wolfsburg,€6K,6000,325000
Austria,A. Aschauer,AT,25,EU,€260K,Fifa Score,SG Sonnenhof Großaspach,€1K,1000,260000
Austria,M. Böcskör,AT,34,EU,€80K,Fifa Score,SV Mattersburg,€3K,3000,80000
Austria,P. Wiesinger,AT,23,EU,€300K,Fifa Score,LASK Linz,€3K,3000,300000
Austria,E. Sakic,AT,26,EU,€240K,Fifa Score,SCR Altach,€3K,3000,240000
Austria,J. Ertlthaler,AT,20,EU,€400K,Fifa Score,SV Mattersburg,€4K,4000,400000
Austria,H. Wolf,AT,18,EU,€525K,Fifa Score,FC Red Bull Salzburg,€3K,3000,525000
Austria,T. Zündel,AT,29,EU,€250K,Fifa Score,Wolfsberger AC,€3K,3000,250000
Austria,T. Casali,AT,21,EU,€250K,Fifa Score,SV Mattersburg,€2K,2000,250000
Austria,P. Erhardt,AT,23,EU,€290K,Fifa Score,SV Mattersburg,€4K,4000,290000
Austria,F. Flecker,AT,21,EU,€400K,Fifa Score,Wolfsberger AC,€2K,2000,400000
Austria,C. Gebauer,AT,23,EU,€400K,Fifa Score,SCR Altach,€3K,3000,400000
Austria,A. Ildız,AT,20,EU,€400K,Fifa Score,Kasimpaşa SK,€2K,2000,400000
Austria,M. Pink,AT,26,EU,€375K,Fifa Score,SV Mattersburg,€5K,5000,375000
Austria,X. Schlager,AT,19,EU,€650K,Fifa Score,FC Red Bull Salzburg,€3K,3000,650000
Austria,A. Schlager,AT,21,EU,€350K,Fifa Score,LASK Linz,€2K,2000,350000
Austria,P. Puchegger,AT,22,EU,€400K,Fifa Score,SK Sturm Graz,€3K,3000,400000
Austria,F. Luckeneder,AT,23,EU,€375K,Fifa Score,LASK Linz,€3K,3000,375000
Austria,T. Mahrer,AT,27,EU,€300K,Fifa Score,SV Mattersburg,€4K,4000,300000
Austria,D. Bachmann,AT,22,EU,€375K,Fifa Score,Watford,€6K,6000,375000
Austria,D. Schütz,AT,26,EU,€325K,Fifa Score,SKN St. Pölten,€3K,3000,325000
Austria,L. Königshofer,AT,28,EU,€240K,Fifa Score,SpVgg Unterhaching,€1K,1000,240000
Austria,M. Kuttin,AT,23,EU,€270K,Fifa Score,FC Admira Wacker Mödling,€1K,1000,270000
Austria,B. Olejnik,AT,30,EU,€190K,Fifa Score,Mansfield Town,€3K,3000,190000
Austria,A. Kuen,AT,22,EU,€425K,Fifa Score,SK Rapid Wien,€4K,4000,425000
Austria,F. Neuhold,AT,23,EU,€350K,Fifa Score,Rot-Weiß Erfurt,€1K,1000,350000
Austria,N. Malić,AT,29,EU,€290K,Fifa Score,SV Mattersburg,€4K,4000,290000
Austria,B. Janeczek,AT,25,EU,€400K,Fifa Score,SCR Altach,€3K,3000,400000
Austria,L. Rath,AT,25,EU,€400K,Fifa Score,SV Mattersburg,€4K,4000,400000
Austria,G. Nutz,AT,23,EU,€500K,Fifa Score,Wolfsberger AC,€3K,3000,500000
Austria,M. Kvasina,AT,20,EU,€550K,Fifa Score,FC Twente,€2K,2000,550000
Austria,D. Stec,AT,23,EU,€400K,Fifa Score,SKN St. Pölten,€3K,3000,400000
Austria,D. Maresic,AT,17,EU,€650K,Fifa Score,SK Sturm Graz,€2K,2000,650000
Austria,D. Prokop,AT,20,EU,€800K,Fifa Score,FK Austria Wien,€3K,3000,800000
Austria,M. Leitgeb,AT,29,EU,€290K,Fifa Score,Wolfsberger AC,€3K,3000,290000
Austria,P. Tschernegg,AT,24,EU,€400K,Fifa Score,FC St. Gallen,€2K,2000,400000
Austria,M. Novak,AT,26,EU,€375K,Fifa Score,SV Mattersburg,€4K,4000,375000
Austria,T. Vollnhofer,AT,32,EU,€210K,Fifa Score,SKN St. Pölten,€3K,3000,210000
Austria,D. Drescher,AT,27,EU,€350K,Fifa Score,Wolfsberger AC,€3K,3000,350000
Austria,R. Ranftl,AT,25,EU,€375K,Fifa Score,LASK Linz,€3K,3000,375000
Austria,M. Topčagić,AT,29,EU,€375K,Fifa Score,Wolfsberger AC,€3K,3000,375000
Austria,E. Schreiner,AT,28,EU,€375K,Fifa Score,SCR Altach,€4K,4000,375000
Austria,J. Aigner,AT,36,EU,€130K,Fifa Score,SCR Altach,€3K,3000,130000
Austria,C. Dobnik,AT,30,EU,€240K,Fifa Score,Wolfsberger AC,€2K,2000,240000
Austria,M. Friedl,AT,19,EU,€700K,Fifa Score,FC Bayern Munich,€7K,7000,700000
Austria,M. Grgic,AT,25,EU,€450K,Fifa Score,SV Mattersburg,€4K,4000,450000
Austria,T. Goiginger,AT,24,EU,€475K,Fifa Score,LASK Linz,€3K,3000,475000
Austria,P. Michorl,AT,22,EU,€675K,Fifa Score,LASK Linz,€4K,4000,675000
Austria,S. Auer,AT,26,EU,€450K,Fifa Score,SK Rapid Wien,€6K,6000,450000
Austria,M. Rasner,AT,22,EU,€675K,Fifa Score,SKN St. Pölten,€4K,4000,675000
Austria,P. Malicsek,AT,20,EU,€600K,Fifa Score,SK Rapid Wien,€5K,5000,600000
Austria,T. Ebner,AT,25,EU,€475K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,475000
Austria,B. Hüttenbrenner,AT,31,EU,€300K,Fifa Score,Wolfsberger AC,€4K,4000,300000
Austria,D. Starkl,AT,23,EU,€600K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,600000
Austria,A. Kofler,AT,30,EU,€290K,Fifa Score,Wolfsberger AC,€3K,3000,290000
Austria,M. Seidl,AT,28,EU,€450K,Fifa Score,SV Mattersburg,€7K,7000,450000
Austria,A. Höller,AT,28,EU,€350K,Fifa Score,SV Mattersburg,€7K,7000,350000
Austria,M. Thurnwald,AT,18,EU,€575K,Fifa Score,SK Rapid Wien,€3K,3000,575000
Austria,P. Bürger,AT,30,EU,€425K,Fifa Score,SV Mattersburg,€7K,7000,425000
Austria,S. Zwierschitz,AT,26,EU,€425K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,425000
Austria,A. Gruber,AT,22,EU,€625K,Fifa Score,SV Mattersburg,€6K,6000,625000
Austria,C. Schoissengeyr,AT,22,EU,€550K,Fifa Score,SK Sturm Graz,€5K,5000,550000
Austria,M. Potzmann,AT,23,EU,€500K,Fifa Score,SK Sturm Graz,€5K,5000,500000
Austria,K. Dobras,AT,24,EU,€600K,Fifa Score,SCR Altach,€4K,4000,600000
Austria,F. Hart,AT,27,EU,€425K,Fifa Score,SV Mattersburg,€6K,6000,425000
Austria,D. Hofbauer,AT,26,EU,€525K,Fifa Score,SKN St. Pölten,€5K,5000,525000
Austria,P. Prosenik,AT,24,EU,€575K,Fifa Score,SK Rapid Wien,€6K,6000,575000
Austria,F. Strauss,AT,22,EU,€550K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,550000
Austria,M. Honsak,AT,20,EU,€800K,Fifa Score,SCR Altach,€7K,7000,800000
Austria,P. Lienhart,AT,20,EU,€850K,Fifa Score,SC Freiburg,€22K,22000,850000
Austria,L. Jäger,AT,23,EU,€625K,Fifa Score,1. FC Nürnberg,€3K,3000,625000
Austria,M. Lackner,AT,26,EU,€550K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,550000
Austria,M. Wostry,AT,24,EU,€600K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,600000
Austria,K. Danso,AT,18,EU,€1M,Fifa Score,FC Augsburg,€3K,3000,1000000
Austria,C. Gratzei,AT,35,EU,€130K,Fifa Score,SK Sturm Graz,€3K,3000,130000
Austria,M. Ambichl,AT,26,EU,€650K,Fifa Score,SKN St. Pölten,€5K,5000,650000
Austria,M. Ullmann,AT,21,EU,€725K,Fifa Score,LASK Linz,€4K,4000,725000
Austria,S. Lovric,AT,19,EU,€825K,Fifa Score,SK Sturm Graz,€3K,3000,825000
Austria,T. Salamon,AT,28,EU,€425K,Fifa Score,FK Austria Wien,€6K,6000,425000
Austria,C. Ramsebner,AT,28,EU,€500K,Fifa Score,LASK Linz,€5K,5000,500000
Austria,S. Maierhofer,AT,34,EU,€280K,Fifa Score,SV Mattersburg,€7K,7000,280000
Austria,J. Zwischenbrugger,AT,27,EU,€500K,Fifa Score,SCR Altach,€5K,5000,500000
Austria,M. Schmerböck,AT,23,EU,€725K,Fifa Score,SK Sturm Graz,€5K,5000,725000
Austria,T. Knoflach,AT,23,EU,€550K,Fifa Score,SK Rapid Wien,€4K,4000,550000
Austria,L. Grozurek,AT,25,EU,€650K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,650000
Austria,P. Salomon,AT,29,EU,€525K,Fifa Score,SCR Altach,€5K,5000,525000
Austria,C. Wernitznig,AT,27,EU,€575K,Fifa Score,Wolfsberger AC,€4K,4000,575000
Austria,S. Şahin-Radlinger,AT,24,EU,€600K,Fifa Score,Hannover 96,€6K,6000,600000
Austria,P. Pervan,AT,29,EU,€525K,Fifa Score,LASK Linz,€4K,4000,525000
Austria,T. Schrammel,AT,29,EU,€475K,Fifa Score,SK Rapid Wien,€6K,6000,475000
Austria,L. Gugganig,AT,22,EU,€825K,Fifa Score,SpVgg Greuther Fürth,€3K,3000,825000
Austria,R. Gartler,AT,31,EU,€575K,Fifa Score,LASK Linz,€6K,6000,575000
Austria,F. Koch,AT,28,EU,€500K,Fifa Score,SK Sturm Graz,€6K,6000,500000
Austria,C. Knasmüllner,AT,25,EU,€850K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,850000
Austria,C. Monschein,AT,24,EU,€850K,Fifa Score,FK Austria Wien,€6K,6000,850000
Austria,C. Klem,AT,26,EU,€650K,Fifa Score,Wolfsberger AC,€4K,4000,650000
Austria,L. Thürauer,AT,29,EU,€625K,Fifa Score,SKN St. Pölten,€5K,5000,625000
Austria,K. Kerschbaumer,AT,25,EU,€850K,Fifa Score,DSC Arminia Bielefeld,€11K,11000,850000
Austria,N. Dovedan,AT,22,EU,€900K,Fifa Score,1. FC Heidenheim,€5K,5000,900000
Austria,D. Toth,AT,30,EU,€475K,Fifa Score,FC Admira Wacker Mödling,€3K,3000,475000
Austria,T. Murg,AT,22,EU,€900K,Fifa Score,SK Rapid Wien,€6K,6000,900000
Austria,D. Offenbacher,AT,25,EU,€700K,Fifa Score,Wolfsberger AC,€4K,4000,700000
Austria,M. Perlak,AT,31,EU,€575K,Fifa Score,SV Mattersburg,€7K,7000,575000
Austria,T. Kayhan,AT,27,EU,€525K,Fifa Score,Göztepe,€5K,5000,525000
Austria,M. Sollbauer,AT,27,EU,€625K,Fifa Score,Wolfsberger AC,€4K,4000,625000
Austria,P. Zulechner,AT,27,EU,€675K,Fifa Score,SK Sturm Graz,€7K,7000,675000
Austria,A. Leitner,AT,23,EU,€625K,Fifa Score,FC Admira Wacker Mödling,€2K,2000,625000
Austria,S. Nutz,AT,25,EU,€800K,Fifa Score,SCR Altach,€5K,5000,800000
Austria,M. Gspurning,AT,36,EU,€90K,Fifa Score,1. FC Union Berlin,€4K,4000,90000
Austria,B. Prokopič,AT,29,EU,€625K,Fifa Score,SCR Altach,€5K,5000,625000
Austria,C. Stanković,AT,24,EU,€625K,Fifa Score,FC Red Bull Salzburg,€5K,5000,625000
Austria,M. Kobras,AT,31,EU,€400K,Fifa Score,SCR Altach,€4K,4000,400000
Austria,R. Windbichler,AT,26,EU,€650K,Fifa Score,Ulsan Hyundai Horang-i,€2K,2000,650000
Austria,I. Tajouri,AT,23,EU,€875K,Fifa Score,FK Austria Wien,€6K,6000,875000
Austria,S. Horvath,AT,20,EU,€925K,Fifa Score,SG Dynamo Dresden,€4K,4000,925000
Austria,N. Hoheneder,AT,30,EU,€475K,Fifa Score,Holstein Kiel,€4K,4000,475000
Austria,S. Piesinger,AT,25,EU,€675K,Fifa Score,SCR Altach,€4K,4000,675000
Austria,M. Meilinger,AT,25,EU,€775K,Fifa Score,Aalborg BK,€4K,4000,775000
Austria,P. Möschl,AT,24,EU,€850K,Fifa Score,SG Dynamo Dresden,€4K,4000,850000
Austria,E. Dilaver,AT,26,EU,€625K,Fifa Score,Lech Poznań,€3K,3000,625000
Austria,M. Pavelic,AT,23,EU,€800K,Fifa Score,SK Rapid Wien,€11K,11000,800000
Austria,K. Friesenbichler,AT,23,EU,€1M,Fifa Score,FK Austria Wien,€13K,13000,1000000
Austria,P. Žulj,AT,24,EU,€950K,Fifa Score,SK Sturm Graz,€11K,11000,950000
Austria,M. Sonnleitner,AT,30,EU,€575K,Fifa Score,SK Rapid Wien,€13K,13000,575000
Austria,S. Vučur,AT,25,EU,€800K,Fifa Score,1. FC Kaiserslautern,€7K,7000,800000
Austria,M. Wöber,AT,19,EU,€1.2M,Fifa Score,Ajax,€4K,4000,1.2000000
Austria,G. Trauner,AT,25,EU,€850K,Fifa Score,LASK Linz,€9K,9000,850000
Austria,S. Hierländer,AT,26,EU,€950K,Fifa Score,SK Sturm Graz,€13K,13000,950000
Austria,M. Sax,AT,24,EU,€1M,Fifa Score,FC Admira Wacker Mödling,€6K,6000,1000000
Austria,M. Hofmann,AT,23,EU,€825K,Fifa Score,SK Rapid Wien,€11K,11000,825000
Austria,P. Huspek,AT,26,EU,€825K,Fifa Score,SK Sturm Graz,€13K,13000,825000
Austria,M. Kuster,AT,23,EU,€725K,Fifa Score,SV Mattersburg,€9K,9000,725000
Austria,D. Wydra,AT,23,EU,€875K,Fifa Score,FC Erzgebirge Aue,€4K,4000,875000
Austria,T. Röcher,AT,26,EU,€825K,Fifa Score,SK Sturm Graz,€13K,13000,825000
Austria,J. Siebenhandl,AT,27,EU,€725K,Fifa Score,SK Sturm Graz,€10K,10000,725000
Austria,O. Hadžikić,AT,21,EU,€1.1M,Fifa Score,FK Austria Wien,€7K,7000,1.1000000
Austria,P. Farkas,AT,24,EU,€975K,Fifa Score,FC Red Bull Salzburg,€14K,14000,975000
Austria,S. Lainer,AT,24,EU,€1M,Fifa Score,FC Red Bull Salzburg,€14K,14000,1000000
Austria,C. Schösswendter,AT,28,EU,€725K,Fifa Score,1. FC Union Berlin,€18K,18000,725000
Austria,T. Serbest,AT,23,EU,€1M,Fifa Score,FK Austria Wien,€11K,11000,1000000
Austria,B. Zech,AT,26,EU,€875K,Fifa Score,SCR Altach,€10K,10000,875000
Austria,A. Lienhart,AT,31,EU,€575K,Fifa Score,SCR Altach,€10K,10000,575000
Austria,S. Schwab,AT,26,EU,€950K,Fifa Score,SK Rapid Wien,€13K,13000,950000
Austria,E. Pogatetz,AT,34,EU,€270K,Fifa Score,LASK Linz,€10K,10000,270000
Austria,C. Martschinko,AT,23,EU,€1M,Fifa Score,FK Austria Wien,€11K,11000,1000000
Austria,R. Strebinger,AT,24,EU,€825K,Fifa Score,SK Rapid Wien,€8K,8000,825000
Austria,P. Netzer,AT,31,EU,€600K,Fifa Score,SCR Altach,€10K,10000,600000
Austria,M. Prietl,AT,25,EU,€950K,Fifa Score,DSC Arminia Bielefeld,€5K,5000,950000
Austria,A. Weimann,AT,25,EU,€1.1M,Fifa Score,Derby County,€29K,29000,1.1000000
Austria,P. Mwene,AT,23,EU,€1.2M,Fifa Score,1. FC Kaiserslautern,€7K,7000,1.2000000
Austria,S. Kulovits,AT,34,EU,€325K,Fifa Score,SV Sandhausen,€4K,4000,325000
Austria,S. Stangl,AT,25,EU,€1.1M,Fifa Score,FC Red Bull Salzburg,€16K,16000,1.1000000
Austria,G. Teigl,AT,26,EU,€1.1M,Fifa Score,FC Augsburg,€13K,13000,1.1000000
Austria,A. Lukse,AT,29,EU,€1.2M,Fifa Score,SCR Altach,€10K,10000,1.2000000
Austria,K. Stöger,AT,23,EU,€2.4M,Fifa Score,VfL Bochum,€12K,12000,2.4000000
Austria,C. Leitgeb,AT,32,EU,€1.3M,Fifa Score,FC Red Bull Salzburg,€22K,22000,1.3000000
Austria,M. Pušić,AT,29,EU,€1.8M,Fifa Score,FC København,€17K,17000,1.8000000
Austria,D. Alar,AT,27,EU,€1.9M,Fifa Score,SK Sturm Graz,€17K,17000,1.9000000
Austria,L. Spendlhofer,AT,24,EU,€2M,Fifa Score,SK Sturm Graz,€12K,12000,2000000
Austria,M. Bauer,AT,25,EU,€1.9M,Fifa Score,Rubin Kazan,€25K,25000,1.9000000
Austria,K. Laimer,AT,20,EU,€2.8M,Fifa Score,RB Leipzig,€28K,28000,2.8000000
Austria,M. Djuricin,AT,24,EU,€2.4M,Fifa Score,Grasshopper Club Zürich,€21K,21000,2.4000000
Austria,M. Langer,AT,32,EU,€1M,Fifa Score,FC Schalke 04,€18K,18000,1000000
Austria,C. Dibon,AT,26,EU,€1.8M,Fifa Score,SK Rapid Wien,€15K,15000,1.8000000
Austria,P. Schobesberger,AT,23,EU,€2.4M,Fifa Score,SK Rapid Wien,€16K,16000,2.4000000
Austria,C. Trimmel,AT,30,EU,€1.7M,Fifa Score,1. FC Union Berlin,€20K,20000,1.7000000
Austria,R. Almer,AT,33,EU,€1.2M,Fifa Score,FK Austria Wien,€12K,12000,1.2000000
Austria,H. Lindner,AT,26,EU,€2.1M,Fifa Score,Grasshopper Club Zürich,€11K,11000,2.1000000
Austria,V. Lazaro,AT,21,EU,€3.7M,Fifa Score,Hertha BSC Berlin,€17K,17000,3.7000000
Austria,V. Kavlak,AT,28,EU,€1.9M,Fifa Score,Beşiktaş JK,€30K,30000,1.9000000
Austria,P. Hosiner,AT,28,EU,€2.4M,Fifa Score,1. FC Union Berlin,€25K,25000,2.4000000
Austria,M. Madl,AT,29,EU,€1.8M,Fifa Score,Fulham,€29K,29000,1.8000000
Austria,M. Knaller,AT,30,EU,€1.5M,Fifa Score,FC Ingolstadt 04,€12K,12000,1.5000000
Austria,T. Schick,AT,27,EU,€2.5M,Fifa Score,BSC Young Boys,€16K,16000,2.5000000
Austria,F. Klein,AT,30,EU,€1.7M,Fifa Score,FK Austria Wien,€15K,15000,1.7000000
Austria,D. Royer,AT,27,EU,€2.5M,Fifa Score,New York Red Bulls,€7K,7000,2.5000000
Austria,K. Onisiwo,AT,25,EU,€3.9M,Fifa Score,1. FSV Mainz 05,€18K,18000,3.9000000
